Years;Stress;Genotypes;Env;Rep;IBLOCK;CAN;NDF;PH;CH;GFD;GY
2019;DI;07MT_55;2019DI;1;9;30.1;87;104;33.4;25;4.16
2019;DI;07MT_80;2019DI;1;9;33.2;86;105;31.75;25;4.16
2019;DI;07N6_22;2019DI;1;9;29.7;84;94;31;25;2.72
2019;DI;07UT_26;2019DI;1;9;31.5;87;109;33.75;25;4.16
2019;DI;07UT_46;2019DI;1;9;30.1;88;111;33.65;25;3.76
2019;DI;07UT_88;2019DI;1;9;32.1;85;111;35.15;27;4.32
2019;DI;07WA_03;2019DI;1;9;29.7;87;107;34.5;27;4.16
2019;DI;08MT_06;2019DI;1;9;31.2;88;99;30.75;25;3.68
2019;DI;08MT_07;2019DI;1;9;31.1;86;109;31.25;26;3.28
2019;DI;08MT_93;2019DI;1;9;32.4;87;119;32.5;25;3.6
2019;DI;08MT_95;2019DI;1;9;30.9;85;99;28.9;27;3.76
2019;DI;08N2_07;2019DI;1;9;30.4;89;100;31.25;29;3.6
2019;DI;08N2_44;2019DI;1;9;31.8;88;110;31.75;27;3.04
2019;DI;08N6_09;2019DI;1;9;29.6;85;99;31;26;3.04
2019;DI;08N6_30;2019DI;1;9;30.3;85;102;31;26;3.12
2019;DI;08N6_84;2019DI;1;9;32;85;104;33.25;27;3.28
2019;DI;08N6_87;2019DI;1;9;29.7;86;102;31.65;24;2.8
2019;DI;08UT_85;2019DI;1;9;30.4;86;100;30.65;25;2.8
2019;DI;08WA_28;2019DI;1;9;28.6;87;111;33.4;25;3.84
2019;DI;09AB_74;2019DI;1;9;30.8;86;99;34;26;3.04
2019;DI;09BA_50;2019DI;1;9;33.3;86;98;31.75;27;3.6
2019;DI;09MN_05;2019DI;1;9;32.6;86;88;32.25;27;2.64
2019;DI;09N2_09;2019DI;1;9;30;89;113;29.9;28;3.44
2019;DI;09N2_36;2019DI;1;9;32;88;105;32.65;29;3.44
2019;DI;09N6_54;2019DI;1;9;31.1;86;104;30.65;26;3.36
2019;DI;09WA_43;2019DI;1;9;28.4;88;105;32.5;25;3.84
2019;DI;06MN_14;2019DI;1;10;30.4;86;94;28.75;27;2.56
2019;DI;06MN_31;2019DI;1;10;31.3;84;96;31.4;25;2.8
2019;DI;06MN_53;2019DI;1;10;35.2;86;96;32.5;27;3.76
2019;DI;06MT_26;2019DI;1;10;30.7;87;106;29.65;28;3.52
2019;DI;06MT_57;2019DI;1;10;33.5;89;106;32.15;26;4.32
2019;DI;06N6_49;2019DI;1;10;31.6;86;101;32.25;26;3.12
2019;DI;06N6_71;2019DI;1;10;32.4;85;99;32.25;25;3.36
2019;DI;06N6_88;2019DI;1;10;31;84;102;31.9;24;2.96
2019;DI;06WA_29;2019DI;1;10;29.9;88;105;31.75;26;4.08
2019;DI;07AB_16;2019DI;1;10;31;86;103;31.65;26;3.2
2019;DI;07AB_19;2019DI;1;10;32.4;88;97;31;26;3.84
2019;DI;07AB_36;2019DI;1;10;32.5;86;98;32.65;26;2.88
2019;DI;07BA_28;2019DI;1;10;34;85;97;32.5;26;3.2
2019;DI;07BA_96;2019DI;1;10;29.3;87;107;32.75;26;4.16
2019;DI;07MN_39;2019DI;1;10;33;87;95;30.9;26;2.64
2019;DI;07MN_49;2019DI;1;10;34.1;86;95;32.5;25;2.88
2019;DI;07MT_21;2019DI;1;10;31.8;89;102;33;26;3.92
2019;DI;07N2_25;2019DI;1;10;30.8;86;107;31;27;2.96
2019;DI;07N2_73;2019DI;1;10;32;88;111;31.15;28;3.68
2019;DI;07N2_77;2019DI;1;10;32.2;89;97;31.5;28;3.28
2019;DI;07N2_78;2019DI;1;10;32.5;88;112;34.4;25;3.76
2019;DI;07WA_23;2019DI;1;10;33.1;86;100;31.25;25;3.36
2019;DI;07WA_38;2019DI;1;10;28.3;85;109;33.5;25;3.68
2019;DI;08BA_11;2019DI;1;10;29.2;87;106;33.15;27;4
2019;DI;08MN_26;2019DI;1;10;33.2;87;94;31.15;27;3.04
2019;DI;08MN_51;2019DI;1;10;32.1;86;96;31.25;25;2.96
2019;DI;08MT_19;2019DI;1;10;32.4;88;109;31.9;25;3.52
2019;DI;08MT_36;2019DI;1;10;30.5;87;110;32;25;3.6
2019;DI;08MT_44;2019DI;1;10;31.1;88;112;31.5;25;3.12
2019;DI;08N6_01;2019DI;1;10;31.2;87;107;31.5;28;2.72
2019;DI;08N6_03;2019DI;1;10;29.8;87;99;30.5;25;2.96
2019;DI;08N6_04;2019DI;1;10;31.2;87;101;31.65;27;2.8
2019;DI;08N6_37;2019DI;1;10;31.2;86;108;31;27;3.12
2019;DI;08N6_91;2019DI;1;10;32.1;86;100;29.9;25;3.04
2019;DI;08UT_01;2019DI;1;10;33.5;87;102;31.25;26;3.6
2019;DI;08UT_19;2019DI;1;10;31.2;88;115;33.4;27;4.48
2019;DI;09BA_45;2019DI;1;10;32.8;85;98;31.4;28;3.2
2019;DI;09BA_64;2019DI;1;10;34.8;85;100;31.25;26;3.28
2019;DI;09MT_55;2019DI;1;10;31.1;87;108;32.65;26;3.68
2019;DI;09UT_24;2019DI;1;10;31.2;87;115;35.25;27;4.48
2019;DI;09WA_29;2019DI;1;10;30.1;87;116;33;27;4.16
2019;DI;09WA_30;2019DI;1;10;31.1;86;114;30.15;28;3.6
2019;DI;GIZA132;2019DI;1;10;27.1;77;93;34.25;21;5.04
2019;DI;06MN_88;2019DI;2;1;33.9;87;98;30.4;27;2.56
2019;DI;06MT_49;2019DI;2;1;31.7;87;107;30.4;26;4.64
2019;DI;06MT_82;2019DI;2;1;32.3;87;108;33.75;27;3.76
2019;DI;06N2_37;2019DI;2;1;30.5;88;100;30.25;26;2.88
2019;DI;06N2_70;2019DI;2;1;31.2;87;101;31.65;27;3.12
2019;DI;06N2_85;2019DI;2;1;29.8;89;107;33.5;27;3.6
2019;DI;06N2_93;2019DI;2;1;29.6;88;103;33.5;27;3.92
2019;DI;06WA_25;2019DI;2;1;30.8;88;103;30.25;27;3.76
2019;DI;06WA_77;2019DI;2;1;31.9;86;109;31.4;26;3.6
2019;DI;07AB_37;2019DI;2;1;34.6;86;105;32.9;28;3.12
2019;DI;07AB_93;2019DI;2;1;31.6;88;113;30.75;25;4.64
2019;DI;07BA_14;2019DI;2;1;34.6;86;105;31.65;29;3.36
2019;DI;07BA_18;2019DI;2;1;33.4;86;95;31.25;27;2.96
2019;DI;07BA_24;2019DI;2;1;33.1;88;101;32.4;26;2.96
2019;DI;07BA_28;2019DI;2;1;34.4;86;96;31.9;25;3.04
2019;DI;07MN_13;2019DI;2;1;32.1;87;95;30.9;27;2.24
2019;DI;07MN_30;2019DI;2;1;33;87;100;31.4;25;3.12
2019;DI;07MT_94;2019DI;2;1;32.4;87;110;33;28;4.24
2019;DI;07N2_84;2019DI;2;1;30.7;86;99;32.15;28;3.52
2019;DI;07N6_57;2019DI;2;1;32.9;87;96;31.75;27;3.04
2019;DI;07N6_60;2019DI;2;1;31.6;86;109;31.5;26;3.28
2019;DI;07N6_94;2019DI;2;1;31.4;85;98;31.9;26;2.88
2019;DI;07UT_96;2019DI;2;1;29.5;86;90;32.4;23;2.88
2019;DI;07WA_06;2019DI;2;1;31.9;88;108;32.9;25;3.92
2019;DI;08AB_09;2019DI;2;1;30.5;89;116;33.9;25;3.76
2019;DI;08BA_11;2019DI;2;1;29.8;87;112;32.75;26;4.08
2019;DI;08MN_49;2019DI;2;1;33;86;94;31.25;27;2.96
2019;DI;08MT_07;2019DI;2;1;31.6;87;108;30.15;27;3.36
2019;DI;08MT_41;2019DI;2;1;31;88;109;34.25;28;4.32
2019;DI;08MT_74;2019DI;2;1;30;86;100;33;26;4.24
2019;DI;08MT_91;2019DI;2;1;31.7;87;114;32.4;27;3.92
2019;DI;08N6_56;2019DI;2;1;32.3;87;112;30.15;27;3.36
2019;DI;08N6_90;2019DI;2;1;31.3;87;107;32.4;27;3.52
2019;DI;08N6_93;2019DI;2;1;33.1;85;95;29.65;26;3.6
2019;DI;08UT_01;2019DI;2;1;32.3;87;107;31.75;25;3.52
2019;DI;08UT_19;2019DI;2;1;30.5;88;114;34.9;28;4.32
2019;DI;09AB_62;2019DI;2;1;31;89;110;32.9;28;4.24
2019;DI;09BA_56;2019DI;2;1;34.1;86;97;30.4;27;3.12
2019;DI;09N2_16;2019DI;2;1;32.4;87;116;33.5;28;4
2019;DI;09N2_18;2019DI;2;1;30.4;88;103;32.25;27;3.44
2019;DI;09N6_33;2019DI;2;1;28.6;84;106;32;25;3.2
2019;DI;09UT_14;2019DI;2;1;30.6;85;97;29.75;26;2.72
2019;DI;GIZA127;2019DI;2;1;28.45;73;92;35.7;21;2.88
2019;DI;06AB_58;2019DI;2;2;32.3;86;99;33.75;25;3.36
2019;DI;06AB_84;2019DI;2;2;33.2;85;103;31.25;25;3.12
2019;DI;06MN_21;2019DI;2;2;34.1;88;104;32.5;26;4.16
2019;DI;06MN_53;2019DI;2;2;35.1;86;101;31.4;26;3.6
2019;DI;06MN_62;2019DI;2;2;32.9;87;94;31.4;27;2.88
2019;DI;06MT_26;2019DI;2;2;30.7;88;108;32.5;26;3.52
2019;DI;06MT_44;2019DI;2;2;30.4;87;109;32.4;25;3.6
2019;DI;06N2_94;2019DI;2;2;29.7;88;104;33.5;26;3.84
2019;DI;06N6_42;2019DI;2;2;30.3;87;108;29.75;26;3.04
2019;DI;06N6_66;2019DI;2;2;30.5;87;92;31.15;25;2.8
2019;DI;06N6_69;2019DI;2;2;31;84;89;29.65;26;2.72
2019;DI;06N6_76;2019DI;2;2;27.5;85;97;28.65;25;2.8
2019;DI;06N6_84;2019DI;2;2;28.7;87;94;31.5;25;2.4
2019;DI;06WA_93;2019DI;2;2;29.2;87;110;33.5;28;3.76
2019;DI;07AB_17;2019DI;2;2;31.2;87;99;31.5;25;2.88
2019;DI;07AB_53;2019DI;2;2;32.4;90;109;31.4;26;4
2019;DI;07MN_94;2019DI;2;2;32.9;87;102;31.5;25;3.2
2019;DI;07MT_67;2019DI;2;2;31;89;111;33.75;27;3.76
2019;DI;07N2_25;2019DI;2;2;31.9;86;105;29.5;26;2.8
2019;DI;07N2_78;2019DI;2;2;30.7;88;105;30.4;26;3.84
2019;DI;07N6_80;2019DI;2;2;31.8;86;99;32.5;25;2.64
2019;DI;07UT_93;2019DI;2;2;31.9;90;112;34;24;3.92
2019;DI;08AB_06;2019DI;2;2;29.4;88;107;34;26;3.44
2019;DI;08BA_51;2019DI;2;2;32;86;97;33.4;25;2.96
2019;DI;08BA_82;2019DI;2;2;27.5;88;103;35.15;26;4
2019;DI;08MN_51;2019DI;2;2;31.8;86;95;31.5;25;2.8
2019;DI;08MT_77;2019DI;2;2;29.9;87;112;33.15;27;4.32
2019;DI;08N6_21;2019DI;2;2;30.5;84;94;32;26;3.2
2019;DI;08N6_52;2019DI;2;2;31.8;86;103;32.25;27;2.96
2019;DI;08N6_64;2019DI;2;2;30.7;86;107;32.75;28;3.04
2019;DI;08N6_88;2019DI;2;2;30.8;86;101;29.5;26;3.2
2019;DI;08UT_79;2019DI;2;2;31.5;88;110;33.25;27;4.16
2019;DI;08UT_85;2019DI;2;2;30.4;87;109;33.15;26;3.2
2019;DI;08WA_25;2019DI;2;2;30.9;86;108;32.4;23;3.84
2019;DI;09BA_21;2019DI;2;2;28.7;86;113;32.25;24;3.92
2019;DI;09BA_45;2019DI;2;2;32.8;86;98;30.75;26;3.12
2019;DI;09MT_55;2019DI;2;2;31.3;88;104;32.65;26;3.68
2019;DI;09N2_24;2019DI;2;2;30.7;88;100;31.25;27;3.2
2019;DI;09N2_63;2019DI;2;2;31.6;87;100;31.15;27;3.36
2019;DI;09N6_59;2019DI;2;2;32.3;86;102;31.5;27;3.28
2019;DI;09UT_01;2019DI;2;2;33.5;87;106;32.25;26;3.76
2019;DI;09WA_39;2019DI;2;2;31.1;87;107;33.75;26;3.92
2019;DI;GIZA134;2019DI;2;2;27.7;79;95;35.45;22;4.32
2019;DI;06AB_08;2019DI;2;3;30.1;89;108;32.9;27;3.92
2019;DI;06MN_01;2019DI;2;3;32;87;98;31.4;28;2.32
2019;DI;06MN_38;2019DI;2;3;32.6;88;95;33.15;26;2.64
2019;DI;06MN_51;2019DI;2;3;33.2;89;91;31.65;27;2.8
2019;DI;06MT_91;2019DI;2;3;28.6;88;112;34.65;25;3.44
2019;DI;06N6_22;2019DI;2;3;31.6;87;93;29.4;27;3.04
2019;DI;06N6_26;2019DI;2;3;31.8;86;96;30;27;3.6
2019;DI;06N6_62;2019DI;2;3;33.3;88;104;30.65;29;3.68
2019;DI;07AB_36;2019DI;2;3;31.5;86;98;32.5;27;2.8
2019;DI;07MN_35;2019DI;2;3;30.8;85;83;30.75;26;2.88
2019;DI;07MN_82;2019DI;2;3;33.4;87;99;30.15;27;3.44
2019;DI;07MN_96;2019DI;2;3;33.5;87;96;31.5;25;2.72
2019;DI;07MT_17;2019DI;2;3;30.6;86;103;30.15;26;3.52
2019;DI;07N2_31;2019DI;2;3;31.4;89;102;31.4;26;3.52
2019;DI;07N6_69;2019DI;2;3;33.3;85;98;27.5;27;2.72
2019;DI;07UT_48;2019DI;2;3;31.3;87;120;31.9;26;4.4
2019;DI;07UT_87;2019DI;2;3;30.5;87;110;33.65;28;3.84
2019;DI;07WA_16;2019DI;2;3;32.9;88;111;33;25;4.32
2019;DI;07WA_23;2019DI;2;3;33.6;86;101;32.65;25;3.52
2019;DI;08AB_20;2019DI;2;3;30.4;88;107;34;27;3.6
2019;DI;08BA_60;2019DI;2;3;31.6;85;90;30;27;3.04
2019;DI;08MN_41;2019DI;2;3;31.8;86;101;32.25;28;2.8
2019;DI;08MN_78;2019DI;2;3;31.8;87;95;31.5;27;2.56
2019;DI;08MT_71;2019DI;2;3;33.1;88;115;30.9;27;3.84
2019;DI;08MT_93;2019DI;2;3;30.9;88;110;32.4;28;4.24
2019;DI;08N2_44;2019DI;2;3;31.8;88;103;31.15;28;3.04
2019;DI;08N2_66;2019DI;2;3;30.3;88;116;33.4;27;3.92
2019;DI;08N6_04;2019DI;2;3;33.6;87;100;30.9;27;3.44
2019;DI;08N6_09;2019DI;2;3;29.5;85;101;31.4;25;2.96
2019;DI;08WA_40;2019DI;2;3;32.4;87;109;32.65;26;4.24
2019;DI;08WA_57;2019DI;2;3;30.6;89;108;33.75;26;4.16
2019;DI;09AB_15;2019DI;2;3;34.2;89;110;31;26;3.12
2019;DI;09AB_48;2019DI;2;3;32.3;86;113;31.5;26;3.2
2019;DI;09BA_64;2019DI;2;3;33.8;86;103;31.9;27;3.36
2019;DI;09MT_02;2019DI;2;3;29.2;88;124;33.75;26;3.76
2019;DI;09N2_03;2019DI;2;3;31.1;87;103;30.9;27;3.36
2019;DI;09N2_04;2019DI;2;3;31.7;88;105;31;27;4
2019;DI;09N2_29;2019DI;2;3;31.3;87;106;30.9;27;2.96
2019;DI;09N2_36;2019DI;2;3;31.8;87;102;33.4;28;3.68
2019;DI;09N6_21;2019DI;2;3;29.4;87;99;30.4;26;2.56
2019;DI;09N6_69;2019DI;2;3;29.1;86;101;29.5;26;2.96
2019;DI;09UT_89;2019DI;2;3;33.9;86;90;32.4;27;2.8
2019;DI;09WA_52;2019DI;2;3;33;87;105;33.5;25;4.16
2019;DI;06AB_24;2019DI;2;4;30.2;86;110;32;25;3.28
2019;DI;06AB_41;2019DI;2;4;30.4;88;113;31.75;26;3.52
2019;DI;06BA_30;2019DI;2;4;30.8;87;99;31.15;26;3.2
2019;DI;06MN_18;2019DI;2;4;31.7;85;95;32;26;2.8
2019;DI;06MN_25;2019DI;2;4;32.9;87;102;32.4;27;3.28
2019;DI;06N2_06;2019DI;2;4;30;88;110;34.65;26;3.52
2019;DI;06WA_38;2019DI;2;4;27.7;87;116;32;25;4
2019;DI;06WA_53;2019DI;2;4;30.3;87;112;31.75;25;4.16
2019;DI;07BA_27;2019DI;2;4;33.7;86;103;31.15;27;3.12
2019;DI;07BA_80;2019DI;2;4;32.3;89;111;33.15;27;4.32
2019;DI;07BA_96;2019DI;2;4;29.8;87;107;33.15;26;3.52
2019;DI;07MN_02;2019DI;2;4;32.7;88;96;29.75;26;2.64
2019;DI;07MT_50;2019DI;2;4;33.6;88;111;31.4;25;4.64
2019;DI;07MT_80;2019DI;2;4;30.6;87;107;33;25;3.92
2019;DI;07UT_01;2019DI;2;4;32.5;86;111;32.65;25;3.68
2019;DI;07UT_02;2019DI;2;4;32.5;87;103;32.5;26;3.92
2019;DI;07UT_30;2019DI;2;4;31.8;85;116;32;25;4.08
2019;DI;07UT_31;2019DI;2;4;30.9;89;107;32.4;24;3.36
2019;DI;07UT_83;2019DI;2;4;35;89;104;32.75;26;4.32
2019;DI;07UT_86;2019DI;2;4;29.7;86;108;32.75;26;3.6
2019;DI;07UT_88;2019DI;2;4;32.9;85;115;33.9;27;4.08
2019;DI;07UT_94;2019DI;2;4;35;88;119;30.15;26;4.48
2019;DI;07WA_29;2019DI;2;4;30.3;86;113;33;26;3.6
2019;DI;07WA_38;2019DI;2;4;29.9;86;113;34.15;25;3.68
2019;DI;08BA_02;2019DI;2;4;33.1;88;109;32.75;28;4.64
2019;DI;08BA_43;2019DI;2;4;32.6;86;100;31;28;3.12
2019;DI;08MT_19;2019DI;2;4;32.4;89;112;32.4;25;3.76
2019;DI;08MT_68;2019DI;2;4;33.1;89;119;32.15;28;4.16
2019;DI;08N2_12;2019DI;2;4;32;87;103;33.25;27;3.68
2019;DI;08N2_18;2019DI;2;4;31.6;87;102;32.4;26;3.04
2019;DI;08N6_38;2019DI;2;4;32.4;85;95;28.75;28;3.12
2019;DI;08N6_96;2019DI;2;4;30.3;86;105;31;25;2.96
2019;DI;09BA_68;2019DI;2;4;29.6;89;103;34;26;4
2019;DI;09BA_94;2019DI;2;4;32.3;88;114;33;28;3.84
2019;DI;09MN_50;2019DI;2;4;31.7;87;96;32.4;26;2.48
2019;DI;09MN_64;2019DI;2;4;32.3;87;103;32.65;28;2.88
2019;DI;09MN_70;2019DI;2;4;32.9;86;96;32.9;27;2.48
2019;DI;09MT_08;2019DI;2;4;31.3;88;108;28.9;26;3.84
2019;DI;09N2_12;2019DI;2;4;30.3;88;99;31.4;27;2.72
2019;DI;09N2_73;2019DI;2;4;32.1;88;102;32.5;27;3.04
2019;DI;09N2_74;2019DI;2;4;31.2;88;113;31.9;27;3.92
2019;DI;09UT_45;2019DI;2;4;30.9;86;99;32.65;26;3.36
2019;DI;GIZA136;2019DI;2;4;28.55;76;93;36.6;21;2.16
2019;DI;06AB_52;2019DI;2;5;31.7;87;106;32.15;26;3.28
2019;DI;06AB_62;2019DI;2;5;32.8;87;98;31.5;26;3.44
2019;DI;06MN_14;2019DI;2;5;31.9;86;92;30.65;28;2.56
2019;DI;06MN_63;2019DI;2;5;30.6;86;93;32.9;25;2.8
2019;DI;06MN_80;2019DI;2;5;32.6;87;96;33.25;27;2.56
2019;DI;06MT_01;2019DI;2;5;31.2;88;102;32.25;25;3.68
2019;DI;06MT_20;2019DI;2;5;32.1;87;112;32.65;27;3.76
2019;DI;06N6_49;2019DI;2;5;32.4;86;106;31.5;27;3.04
2019;DI;06N6_59;2019DI;2;5;29;87;97;32.5;25;2.88
2019;DI;06N6_90;2019DI;2;5;30.1;85;97;23.85;26;2.56
2019;DI;06N6_94;2019DI;2;5;31.4;86;100;31.5;26;2.96
2019;DI;07BA_16;2019DI;2;5;29.4;87;104;30.9;27;2.56
2019;DI;07BA_51;2019DI;2;5;30.4;88;109;34.65;26;3.44
2019;DI;07BA_64;2019DI;2;5;29.4;87;106;33.75;25;3.84
2019;DI;07MN_11;2019DI;2;5;33.2;87;97;31.75;27;3.52
2019;DI;07MN_20;2019DI;2;5;32.7;88;90;31.15;25;2.64
2019;DI;07MN_49;2019DI;2;5;33.6;86;97;32.25;25;2.64
2019;DI;07MT_43;2019DI;2;5;32.6;86;106;31.75;28;4
2019;DI;07N2_77;2019DI;2;5;32;89;102;30.9;27;3.84
2019;DI;07UT_14;2019DI;2;5;34.8;87;108;35;24;2.96
2019;DI;07UT_55;2019DI;2;5;33;90;102;31.5;26;3.28
2019;DI;07UT_71;2019DI;2;5;31;87;111;34.5;27;3.76
2019;DI;08AB_49;2019DI;2;5;33.2;87;99;34.25;27;3.2
2019;DI;08AB_54;2019DI;2;5;33.5;88;98;33.75;26;3.2
2019;DI;08AB_67;2019DI;2;5;32.6;87;100;32.9;27;2.88
2019;DI;08MN_34;2019DI;2;5;31.1;88;98;31.9;27;2.32
2019;DI;08MN_68;2019DI;2;5;33.9;87;100;31.5;27;3.36
2019;DI;08N6_87;2019DI;2;5;29.5;85;101;29.4;25;2.72
2019;DI;08N6_94;2019DI;2;5;32.6;87;97;29;26;2.88
2019;DI;09BA_36;2019DI;2;5;31;86;100;30.15;27;2.48
2019;DI;09BA_61;2019DI;2;5;32.1;85;96;30.4;25;3.04
2019;DI;09MN_04;2019DI;2;5;32.3;85;88;29.9;27;2.48
2019;DI;09N2_82;2019DI;2;5;32.5;86;111;31.4;27;3.2
2019;DI;09N6_61;2019DI;2;5;33.3;88;102;32.25;28;3.2
2019;DI;09N6_90;2019DI;2;5;33.7;85;99;31.25;27;3.28
2019;DI;09UT_44;2019DI;2;5;34.4;87;107;32.15;27;4.24
2019;DI;09UT_59;2019DI;2;5;33.5;87;98;30.25;27;3.28
2019;DI;09UT_96;2019DI;2;5;33.2;85;91;29.65;27;2.88
2019;DI;09WA_16;2019DI;2;5;30.4;89;108;34;27;4
2019;DI;09WA_19;2019DI;2;5;31.9;89;107;31.25;26;4.8
2019;DI;09WA_30;2019DI;2;5;31.6;86;109;31.65;28;4.24
2019;DI;09WA_50;2019DI;2;5;31.7;88;113;32.4;26;4.08
2019;DI;09WA_82;2019DI;2;5;32.8;88;118;31.4;26;3.68
2019;DI;06AB_66;2019DI;2;6;32.9;86;98;31.9;27;3.36
2019;DI;06AB_89;2019DI;2;6;31.1;87;101;30.75;26;2.8
2019;DI;06BA_06;2019DI;2;6;33.7;87;96;32.4;28;2.72
2019;DI;06MN_05;2019DI;2;6;32.2;87;92;31;26;2.64
2019;DI;06MN_72;2019DI;2;6;35.5;87;102;31.4;26;2.96
2019;DI;06N2_39;2019DI;2;6;33.9;88;114;33.4;27;4.16
2019;DI;06N2_91;2019DI;2;6;30.8;89;112;32.25;27;3.28
2019;DI;07AB_29;2019DI;2;6;32.1;85;102;30.25;25;3.36
2019;DI;07MN_39;2019DI;2;6;33.6;87;94;31;26;2.96
2019;DI;07MN_85;2019DI;2;6;32.5;87;95;31.9;27;2.88
2019;DI;07MN_93;2019DI;2;6;33.2;86;102;30.5;27;3.2
2019;DI;07MT_40;2019DI;2;6;29.7;89;102;32.5;26;3.52
2019;DI;07MT_55;2019DI;2;6;29.9;87;111;32.5;26;4.08
2019;DI;07N2_13;2019DI;2;6;29.9;88;110;33.4;26;3.6
2019;DI;07N6_11;2019DI;2;6;30.8;86;96;31.4;26;3.12
2019;DI;07N6_48;2019DI;2;6;33.8;86;105;31.5;28;3.28
2019;DI;07N6_51;2019DI;2;6;32.8;85;95;30.4;26;2.8
2019;DI;07N6_68;2019DI;2;6;31.6;85;94;30.65;26;3.28
2019;DI;07UT_92;2019DI;2;6;31.4;85;107;33;26;3.44
2019;DI;08BA_13;2019DI;2;6;29.9;85;102;34;26;4.16
2019;DI;08BA_64;2019DI;2;6;33.1;87;95;32.25;28;2.56
2019;DI;08BA_87;2019DI;2;6;29;86;99;32.9;25;3.6
2019;DI;08MN_30;2019DI;2;6;33;87;101;33.65;27;2.8
2019;DI;08MT_10;2019DI;2;6;32;87;113;32.75;28;4.4
2019;DI;08MT_61;2019DI;2;6;32.1;87;112;33.75;26;4.08
2019;DI;08N2_35;2019DI;2;6;33.1;88;104;33;27;3.6
2019;DI;08N2_73;2019DI;2;6;29.8;88;93;33.4;27;3.92
2019;DI;08N6_18;2019DI;2;6;28.9;86;109;30.75;25;3.28
2019;DI;08N6_30;2019DI;2;6;31.3;86;102;31.75;25;3.04
2019;DI;08N6_37;2019DI;2;6;31.2;86;109;32.25;26;3.12
2019;DI;08N6_84;2019DI;2;6;31.7;85;107;32.65;27;3.36
2019;DI;08UT_16;2019DI;2;6;33;85;105;33.25;26;3.36
2019;DI;08UT_80;2019DI;2;6;29.7;88;112;32.4;26;3.44
2019;DI;08WA_30;2019DI;2;6;31.6;89;109;31.9;26;3.44
2019;DI;09BA_37;2019DI;2;6;33.1;85;89;29.15;27;2.96
2019;DI;09MN_19;2019DI;2;6;33.9;88;100;29.5;26;2.48
2019;DI;09MN_82;2019DI;2;6;30.9;87;101;31.5;26;2.32
2019;DI;09N2_09;2019DI;2;6;30.1;88;111;30.65;27;3.76
2019;DI;09N2_39;2019DI;2;6;32.8;86;104;30.5;27;3.68
2019;DI;09N6_66;2019DI;2;6;33;86;97;30;27;3.28
2019;DI;09N6_73;2019DI;2;6;31.4;87;108;32.75;27;2.96
2019;DI;09UT_47;2019DI;2;6;30.4;89;104;31.5;25;3.28
2019;DI;09WA_71;2019DI;2;6;29.1;86;100;32.4;26;3.44
2019;DI;06BA_16;2019DI;2;7;32.2;86;92;30.4;28;2.4
2019;DI;06MN_28;2019DI;2;7;32.3;87;97;31.65;27;2.88
2019;DI;06MT_12;2019DI;2;7;32.4;87;103;29.25;26;3.84
2019;DI;06MT_29;2019DI;2;7;29.7;87;111;33;26;3.92
2019;DI;06MT_46;2019DI;2;7;32.6;87;113;32.75;27;4.4
2019;DI;06WA_63;2019DI;2;7;33.2;88;108;31.15;24;3.84
2019;DI;07AB_03;2019DI;2;7;31.9;87;107;29.4;27;2.96
2019;DI;07AB_13;2019DI;2;7;30.7;86;102;29;25;2.56
2019;DI;07AB_33;2019DI;2;7;33.8;86;113;33;27;3.6
2019;DI;07BA_09;2019DI;2;7;34.5;87;97;31.4;27;3.04
2019;DI;07BA_41;2019DI;2;7;34.2;86;100;30;27;3.04
2019;DI;07BA_89;2019DI;2;7;32;89;117;30.75;26;4.24
2019;DI;07MN_41;2019DI;2;7;32.7;86;89;34;27;2.64
2019;DI;07N2_02;2019DI;2;7;29.1;88;97;32.25;26;2.88
2019;DI;07N2_50;2019DI;2;7;30.5;86;101;32.65;27;3.04
2019;DI;07UT_56;2019DI;2;7;31.8;85;108;30.75;28;3.92
2019;DI;08AB_46;2019DI;2;7;29.1;89;107;32.4;26;4.16
2019;DI;08AB_93;2019DI;2;7;31.5;85;98;31.9;26;2.64
2019;DI;08BA_14;2019DI;2;7;29.6;86;104;32.5;25;3.04
2019;DI;08BA_30;2019DI;2;7;29.6;86;102;31.65;25;3.36
2019;DI;08BA_47;2019DI;2;7;30.3;84;97;32.5;26;2.96
2019;DI;08BA_62;2019DI;2;7;33.9;84;99;30;28;2.96
2019;DI;08MN_14;2019DI;2;7;31.7;88;93;32.15;27;2.48
2019;DI;08MN_67;2019DI;2;7;32.5;86;93;30.65;26;2.64
2019;DI;08MT_04;2019DI;2;7;28.2;88;103;32.75;26;4
2019;DI;08MT_15;2019DI;2;7;28.6;86;112;33;24;3.84
2019;DI;08MT_63;2019DI;2;7;28.7;88;102;34;27;4.4
2019;DI;08MT_95;2019DI;2;7;30.7;87;101;29.75;27;3.6
2019;DI;08N2_07;2019DI;2;7;29.8;89;97;32.15;28;3.6
2019;DI;08N2_80;2019DI;2;7;30.2;88;104;31.9;27;3.12
2019;DI;08N6_91;2019DI;2;7;30.4;85;102;32.25;26;3.12
2019;DI;08UT_07;2019DI;2;7;32.1;86;99;33.65;26;3.92
2019;DI;08UT_24;2019DI;2;7;32.6;87;101;31.65;26;3.6
2019;DI;09AB_29;2019DI;2;7;30.5;86;110;31.4;25;3.36
2019;DI;09AB_60;2019DI;2;7;29.4;88;109;33.65;26;4
